s223,TV Show,Clickbait,Brad Anderson,"Zoe Kazan, Betty Gabriel, Adrian Grenier, Phoenix Raei, Abraham Lim, Jessica Collins, Camaron Engels, Jaylin Fletcher, Liz Alexander, Joyce Guy, Daniel Henshall, Ian Meadows, Jamie Timony, Steve Mouzakis, Becca Lish",,"August 25, 2021",2021,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries","When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",Netflix
s224,TV Show,John of God: The Crimes of a Spiritual Healer,"Mauricio Dias, Tatiana Villela",,,"August 25, 2021",2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Idolized medium João Teixeira de Faria rises to international fame before horrifying abuse is revealed by survivors, prosecutors and the press.",Netflix
s225,TV Show,Motel Makeover,,,,"August 25, 2021",2021,TV-14,1 Season,"International TV Shows, Reality TV","Amid project pitfalls and a pandemic, besties-turned-business partners bring their design magic to a rundown motel and revamp it into a go-to getaway.",Netflix
s226,TV Show,Open Your Eyes,,"Maria Wawreniuk, Ignacy Liss, Michał Sikorski, Wojciech Dolatowski, Klaudia Koścista, Zuzanna Galewicz, Marta Nieradkiewicz, Sara Celler Jezierska, Pola Król, Marcin Czarnik, Martyna Nowakowska",,"August 25, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","After a tragic accident, an amnesiac teen tries to rebuild her life at a memory disorders center but becomes suspicious of her unconventional treatment.",Netflix
s227,TV Show,Post Mortem: No One Dies in Skarnes,,"Kathrine Thorborg Johansen, Elias Holmen Sørensen, André Sørum, Kim Fairchild, Sara Khorami, Terje Strømdahl, Øystein Røger, Marianne Jonger, Martin Karelius",,"August 25, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","She's back from the dead and has a newfound thirst for blood. Meanwhile, her family's funeral parlor desperately needs more business. Hmm, what if...",Netflix
s228,Movie,Really Love,Angel Kristi Williams,"Kofi Siriboe, Yootha Wong-Loi-Sing, Michael Ealy, Uzo Aduba",United States,"August 25, 2021",2020,TV-MA,95 min,"Dramas, Independent Movies, Romantic Movies",A rising Black painter tries to break into a competitive art world while balancing an unexpected romance with an ambitious law student.,Netflix
s229,Movie,The November Man,Roger Donaldson,"Pierce Brosnan, Luke Bracey, Olga Kurylenko, Eliza Taylor, Caterina Scorsone, Bill Smitrovich, Will Patton, Amila Terzimehic, Lazar Ristovski, Mediha Musliovic","United States, United Kingdom","August 25, 2021",2014,R,108 min,Action & Adventure,"An ex-CIA agent emerges from retirement to protect an important witness, but he soon discovers that old friends can make the most dangerous enemies.",Netflix
s230,Movie,The Old Ways,Christopher Alender,"Brigitte Kali Canales, Andrea Cortes, Julia Vera, Sal Lopez",United States,"August 25, 2021",2020,TV-MA,90 min,Horror Movies,"A reporter visits her birthplace in Veracruz for a story about tribal culture, only to be kidnapped by locals who believe she's demonically possessed.",Netflix
s231,Movie,The River Runner,Rush Sturges,,,"August 25, 2021",2021,TV-MA,86 min,"Documentaries, Sports Movies","In this documentary, a kayaker sets out to become the first man to paddle the four great rivers that flow from Tibet's sacred Mount Kailash.",Netflix
s232,Movie,The Water Man,David Oyelowo,"David Oyelowo, Rosario Dawson, Lonnie Chavis, Amiah Miller, Alfred Molina, Maria Bello",United States,"August 25, 2021",2021,PG,92 min,"Children & Family Movies, Dramas","Desperate to save his ailing mother, 11-year-old Gunner runs away from home on a quest to find a mythic figure rumored to have the power to cheat death.",Netflix
s233,TV Show,Wheel of Fortune,,"Pat Sajak, Vanna White",United States,"August 25, 2021",2019,TV-G,3 Seasons,Reality TV,"Pat Sajak and Vanna White host one of TV's most popular, long-running game shows, where players spin a wheel for prizes and solve mystery phrases.",Netflix
s234,Movie,Count Me In,Mark Lo,,United Kingdom,"August 24, 2021",2021,TV-MA,82 min,"Documentaries, Music & Musicals",This documentary features some of rock's greatest drummers as they come together in an inspiring rhythmic journey about the power of human connection.,Netflix
s235,TV Show,Oggy Oggy,,,,"August 24, 2021",2021,TV-Y,1 Season,"Kids' TV, TV Comedies",Join adorable kitten Oggy and his cast of cat pals in a bright and colorful kitty world. They're always on the go for fun times and fantastic adventures!,Netflix
s236,Movie,Untold: Caitlyn Jenner,Crystal Moselle,,,"August 24, 2021",2021,TV-PG,70 min,"Documentaries, LGBTQ Movies, Sports Movies",Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful.,Netflix
s237,Movie,Boomika,Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu",,"August 23, 2021",2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",Netflix
s238,Movie,Boomika (Hindi),Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu",,"August 23, 2021",2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",Netflix
s239,Movie,Boomika (Malayalam),Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu",,"August 23, 2021",2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",Netflix
s240,Movie,Boomika (Telugu),Rathindran R Prasad,"Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu",,"August 23, 2021",2021,TV-14,122 min,"Horror Movies, International Movies, Thrillers","Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",Netflix
s241,Movie,The Witcher: Nightmare of the Wolf,Han Kwang Il,"Theo James, Mary McDonnell, Lara Pulver, Graham McTavish, Tom Canton, David Errigo Jr, Jennifer Hale, Kari Wahlgren, Matt Yang King, Darryl Kurylo, Keith Ferguson",,"August 23, 2021",2021,TV-MA,84 min,"Action & Adventure, Anime Features","Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",Netflix
s242,TV Show,Manifest,,"Melissa Roxburgh, Josh Dallas, Athena Karkanis, J.R. Ramirez, Luna Blaise, Jack Messina, Parveen Kaur",United States,"August 21, 2021",2021,TV-14,3 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","When a plane mysteriously lands years after takeoff, the people onboard return to a world that has moved on without them and face strange, new realities.",Netflix
s243,TV Show,Comedy Premium League,,,,"August 20, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Comedies","With satirical sketches, cheeky debates and blistering roasts, 16 of India’s wittiest entertainers compete in teams to be named the ultimate comedy champs.",Netflix
s244,TV Show,Everything Will Be Fine,,"Lucía Uribe, Flavio Medina, Isabella Vazquez Morales, Pierre Louis, Mercedes Hernández",,"August 20, 2021",2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",A separated couple live together for their child's sake in this satirical dramedy about what it means to be a good parent and spouse in today's world.,Netflix
s245,Movie,Gunshot,Karim El Shenawy,"Ahmed El Fishawy, Ruby, Mohamed Mamdouh, Ahmed Malek, Asmaa Abulyazeid, Samy Maghawry, Safaa El-Toukhy, Ahmed Kamal, Arfa Abdel Rassoul, Hana Shiha",,"August 20, 2021",2018,TV-14,96 min,"Dramas, International Movies, Thrillers","After a clash at a protest ends in bloodshed, a forensic doctor and a journalist embark on a search for the elusive truth.",Netflix
s246,TV Show,Korean Cold Noodle Rhapsody,,Paik Jong-won,,"August 20, 2021",2021,TV-PG,1 Season,"Docuseries, International TV Shows","Refreshing and flavorful, naengmyeon is Korea's coolest summertime staple. A journey through its history begins, from how it's cooked to how it's loved.",Netflix
s247,Movie,Man in Love,Yin Chen-hao,"Roy Chiu, Ann Hsu, Tsai Chen-nan, Chung Hsin-ling, Lan Wei-hua, Peace Yang, Huang Lu Tz-yin",,"August 20, 2021",2021,TV-MA,115 min,"Dramas, International Movies, Romantic Movies","When he meets a debt-ridden woman who's caring for her ailing father, a debt collector with a heart of gold sets out to win her love.",Netflix
s248,Movie,Sweet Girl,Brian Andrew Mendoza,"Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo, Amy Brenneman, Adria Arjona, Raza Jaffrey, Justin Bartha, Lex Scott Davis, Michael Raymond-James",United States,"August 20, 2021",2021,R,110 min,"Action & Adventure, Dramas","He lost the love of his life to a pharmaceutical company's greed. Now his daughter is without a mother, and he's without justice. For now.",Netflix
s249,TV Show,The Chair,,"Sandra Oh, Jay Duplass, Holland Taylor, David Morse, Bob Balaban, Nana Mensah, Everly Carganilla",,"August 20, 2021",2021,TV-MA,1 Season,"TV Comedies, TV Dramas","At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department.",Netflix
s250,Movie,The Loud House Movie,Dave Needham,"Asher Bishop, David Tennant, Michelle Gomez, Jill Talley, Brian Stepanek, Catherine Taber, Liliana Mumy, Nika Futterman, Cristina Pucelli, Jessica DiCicco, Grey Griffin, Lara Jill Miller",,"August 20, 2021",2021,TV-Y7,88 min,"Children & Family Movies, Comedies, Music & Musicals","With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey!",Netflix
s251,Movie,A Faraway Land,Veronica Velasco,"Paolo Contis, Yen Santos, Hans Tórgarð, Ruby Ruiz, Zweden Obias, Maria Rianne Castro, Arianne Mavis Uera, Maricor Canlas",,"August 19, 2021",2020,TV-PG,102 min,"Dramas, International Movies, Romantic Movies","In the Faroe Islands, a married woman meets a reporter filming a documentary on overseas Filipino workers, which soon sparks a complicated love story.",Netflix
s252,Movie,Like Crazy,Drake Doremus,"Anton Yelchin, Felicity Jones, Jennifer Lawrence, Charlie Bewley, Alex Kingston, Oliver Muirhead, Finola Hughes, Chris Messina, Ben York Jones, Jamie Thomas King",United States,"August 19, 2021",2011,PG-13,91 min,"Dramas, Independent Movies, Romantic Movies",A spirited exchange student and an American man fall in love in LA. But their romance faces an uphill battle when she is forced to return to England.,Netflix
s253,Movie,Black Island,Miguel Alexandre,"Philip Froissant, Alice Dwyer, Hanns Zischler, Mercedes Müller, Sammy Scheuritzel, Lieselotte Voß, Katharina Schütz, Jodie Leslie Ahlborn, Marco Wittorf, Ilknur Boyraz",,"August 18, 2021",2021,TV-MA,105 min,"International Movies, Thrillers",The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher.,Netflix
s254,Movie,Bombay,Mani Ratnam,"Arvind Swamy, Manisha Koirala, Nasser, Raja Krishnamoorthy",India,"August 18, 2021",1995,TV-14,135 min,"Dramas, International Movies, Romantic Movies","Years after they elope against their family’s wishes, a couple and their sons become caught in the throes of conflict in their city.",Netflix
s255,TV Show,Go! Go! Cory Carson,,"Alan C. Lim, Paul Killam, Maisie Benson, Kerry Gudjohnsen, Smith Foreman, Neena-Sinaii Simpo, Eli Morse, Adelaide Hirasaki, Jim Capobianco, Anna Chambers, Pfifer Chastain",United States,"August 18, 2021",2021,TV-Y,5 Seasons,Kids' TV,"Beep, beep – go, go! Buckle up for fun and adventure with adorable kid car Cory Carson as he explores the winding roads of Bumperton Hills.",Netflix
s256,Movie,Memories of a Murderer: The Nilsen Tapes,Michael Harte,,,"August 18, 2021",2021,TV-MA,86 min,"Documentaries, International Movies",Serial killer Dennis Nilsen narrates his life and horrific crimes via a series of chilling audiotapes recorded from his jail cell.,Netflix
s257,Movie,Nneka The Pretty Serpent,Tosin Igho,"Idia Aisien, Ndidi Obi, Kenneth Okolie, Zack Orji, Bovi Ugboma, Bimbo Ademoye, Beverly Osu, Beverly Naya, Larry Gaaga, Shaffy Bello, Chioma Chukwuka Akpotha, Waje",,"August 18, 2021",2020,TV-14,140 min,"Dramas, International Movies","Years after the mysterious murder of her parents, a traumatized woman gains supernatural powers that aid in her quest for revenge against the killers.",Netflix
s258,Movie,O Kadhal Kanmani,Mani Ratnam,"Dulquer Salmaan, Nithya Menon, Prakash Raj, Leela Samson, Vinodhini, Ramya Subramanian, Siva Ananth, John Devasahayam, Prabhu Lakshman",,"August 18, 2021",2015,TV-14,133 min,"Dramas, International Movies, Romantic Movies","It's love at first sight for a young couple repelled by the concept of marriage, but their view shifts when they meet their older-couple neighbors.",Netflix
s259,Movie,Out of my league,Alice Filippi,"Ludovica Francesconi, Giuseppe Maggio, Gaja Masciale, Jozef Gjura, Eleonora Gaggero, Franco Ravera, Elisabetta Coraini, Michele Franco, Edoardo Rossi",,"August 18, 2021",2020,TV-MA,92 min,"Comedies, Dramas, International Movies","Tired of swiping through the dating scene with her besties in tow, a charming yet awkward woman with a rare genetic disorder sets her sights on love.",Netflix
s260,Movie,Pahuna,Paakhi Tyrewala,"Anmol Limbu, Ishika Gurung, Manju Chettri, Banita Lagun, Binod Pradhan, Mahindra Bajgai, Rupa Tamang, Saran Rai","India, Nepal","August 18, 2021",2018,TV-PG,82 min,"Comedies, Dramas, International Movies","Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India.",Netflix
s261,TV Show,The Defeated,,"Taylor Kitsch, Nina Hoss, Logan Marshall-Green, Michael C. Hall, Tuppence Middleton, Mala Emde, Maximilian Ehrenreich, Sebastian Koch, Anne Ratte-Polle, Lena Dörrie, Benjamin Sadler",,"August 18, 2021",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In 1946 Berlin, an American cop searches for his missing brother while helping a novice German policewoman fight the violent crimes engulfing the city.",Netflix
s262,Movie,The Secret Diary of an Exchange Student,Bruno Garotti,"Larissa Manoela, Thati Lopes, Bruno Montaleone, David Sherod James, Maiara Walsh, Flávia Garrafa, Kathy-Ann Hart, Ray Faiola, Noa Graham",,"August 18, 2021",2021,TV-14,97 min,"Comedies, International Movies, Romantic Movies","Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble?",Netflix
s263,Movie,Untold: Deal With the Devil,Laura Brownson,,,"August 18, 2021",2021,TV-MA,78 min,"Documentaries, LGBTQ Movies, Sports Movies","Christy Martin broke boundaries and noses as she rose in the boxing world, but her public persona belied personal demons, abuse and a threat on her life.",Netflix
s264,TV Show,Mother Goose Club,,,United States,"August 16, 2021",2016,TV-Y,2 Seasons,Kids' TV,Classic nursery rhymes and children's songs get a fresh twist in this high-energy program that helps kids learn as they dance and sing along.,Netflix
s265,Movie,Walk of Shame,Steve Brill,"Elizabeth Banks, James Marsden, Gillian Jacobs, Sarah Wright, Ethan Suplee, Bill Burr, Ken Davitian, Lawrence Gilliard Jr., Alphonso Mcauley, Da'Vone McDonald, John Marsden, Willie Garson, Oliver Hudson, P.J. Byrne",United States,"August 16, 2021",2014,R,94 min,"Comedies, Independent Movies","After a night of boozy carousing, a local newscaster finds herself stranded on the streets of LA just hours before the job interview of a lifetime.",Netflix
